Title,Genre,Is Series,Hidden Gem Score,Runtime,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Awards Nominated For,Boxoffice,Release Date,IMDb Votes,Minimum Age,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Sport,Thriller,War,Western
White House Down,"Action, Drama, Thriller",0,2.8,5.0,6.4,51.0,52.0,3.0,9.0,73103784.0,1434931200,206765.0,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Foxcatcher,"Biography, Drama, History, Sport",0,4.0,5.0,7.0,87.0,81.0,12.0,81.0,12096300.0,1434672000,134891.0,17,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
The Opposite of Sex,"Comedy, Drama, Romance",0,3.5,3.0,6.3,80.0,70.0,14.0,24.0,5881367.0,1434499200,19983.0,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lee Daniels The Butler,"Biography, Drama",0,3.5,5.0,7.2,72.0,65.0,17.0,53.0,116632095.0,1434499200,109226.0,13,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Get Smart,"Action, Adventure, Comedy",0,2.8,3.0,6.5,51.0,54.0,3.0,6.0,130319208.0,1434326400,204476.0,13,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Into the Storm,"Action, Adventure, Drama, Thriller",0,2.0,3.0,5.8,21.0,44.0,2.0,1.0,47602194.0,1434326400,65138.0,13,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
This Is the End,Comedy,0,3.6,3.0,6.6,83.0,67.0,10.0,21.0,101470202.0,1434067200,384653.0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Expendables 3,"Action, Adventure, Thriller",0,2.1,5.0,6.1,32.0,35.0,2.0,5.0,39322544.0,1433721600,169871.0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Lost Boys: Special Edition,"Comedy, Horror",0,3.5,3.0,7.3,76.0,63.0,3.0,5.0,32222567.0,1433548800,124412.0,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hector and the Search for Happiness,"Adventure, Comedy, Drama",0,2.3,3.0,7.0,38.0,29.0,2.0,6.0,1124445.0,1433376000,45447.0,17,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apocalypse Now Redux,"Drama, Mystery, War",0,4.6,5.0,8.4,98.0,94.0,21.0,32.0,83471511.0,1433289600,607816.0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Pet Sematary,"Fantasy, Horror, Thriller",0,2.6,3.0,6.6,51.0,38.0,1.0,5.0,57469467.0,1433289600,94532.0,17,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
That Awkward Moment,"Comedy, Romance",0,2.0,3.0,6.2,22.0,36.0,1.0,2.0,26068955.0,1433203200,98021.0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gone Girl,"Drama, Mystery, Thriller",0,4.1,5.0,8.1,87.0,79.0,64.0,187.0,167767189.0,1433203200,863582.0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
The Adjustment Bureau,"Romance, Sci-Fi, Thriller",0,3.3,3.0,7.0,71.0,60.0,1.0,9.0,62495645.0,1433203200,244486.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
August: Osage County,"Comedy, Drama",0,3.3,5.0,7.2,67.0,58.0,16.0,65.0,37738810.0,1433203200,84831.0,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Third Person,"Drama, Romance",0,2.1,5.0,6.3,25.0,38.0,1.0,1.0,1021398.0,1433116800,26850.0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Journey to the Center of the Earth,"Action, Adventure, Family, Fantasy, Sci-Fi",0,2.9,3.0,5.8,61.0,57.0,3.0,4.0,101704370.0,1433030400,113862.0,10,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
The Ant Bully,"Animation, Adventure, Comedy, Family, Fantasy",0,3.0,3.0,5.8,62.0,59.0,1.0,4.0,28142535.0,1432684800,37135.0,10,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Woman in Black 2: Angel of Death,"Drama, Horror, Thriller",0,1.9,3.0,4.8,23.0,42.0,2.0,2.0,26501323.0,1432684800,26665.0,13,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Teenage Mutant Ninja Turtles,"Action, Adventure, Comedy, Sci-Fi",0,1.8,3.0,5.8,21.0,31.0,1.0,10.0,191204754.0,1432339200,201256.0,13,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Hunger Games: Mockingjay - Part 1,"Action, Adventure, Sci-Fi, Thriller",0,3.3,5.0,6.6,68.0,64.0,21.0,32.0,337135885.0,1432080000,415035.0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Girlhood,Drama,0,5.0,3.0,6.9,96.0,85.0,11.0,21.0,60765.0,1432080000,8413.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lucky One,"Drama, Mystery, Romance, War",0,2.1,3.0,6.5,20.0,39.0,5.0,7.0,60457138.0,1432080000,101706.0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
The Imitation Game,"Biography, Drama, Thriller, War",0,4.0,3.0,8.0,89.0,73.0,49.0,159.0,91125683.0,1432080000,686497.0,13,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Catfish,"Documentary, Drama, Mystery, Thriller",0,3.6,3.0,7.1,80.0,65.0,2.0,7.0,3237343.0,1432080000,40910.0,13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Fists of Legend,Action,0,7.6,5.0,6.8,71.0,47.0,1.0,6.0,134213.0,1431734400,1039.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rush Hour 2,"Action, Comedy, Crime, Thriller",0,2.8,3.0,6.6,52.0,48.0,10.0,22.0,226164286.0,1431648000,200153.0,13,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
[REC] 4: Apocalipsis,"Action, Adventure, Fantasy, Horror, Sci-Fi, Thriller",0,2.9,3.0,5.3,68.0,53.0,2.0,11.0,837.0,1431561600,16414.0,17,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
Elysium,"Action, Drama, Sci-Fi",0,3.2,3.0,6.6,65.0,61.0,1.0,10.0,93050117.0,1431475200,419827.0,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tammy,"Comedy, Romance",0,1.9,3.0,4.9,24.0,39.0,1.0,7.0,84525432.0,1431216000,48425.0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Blended,"Comedy, Romance",0,1.8,3.0,6.5,15.0,31.0,1.0,10.0,46294610.0,1431216000,120412.0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Warm Bodies,"Comedy, Horror, Romance",0,3.5,3.0,6.8,81.0,60.0,1.0,10.0,66380662.0,1431129600,219465.0,13,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
The Homesman,"Drama, Western",0,3.6,5.0,6.6,80.0,68.0,5.0,14.0,2429989.0,1430870400,30778.0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Worlds End,"Comedy, Sci-Fi",0,4.0,3.0,7.0,89.0,81.0,4.0,23.0,26004851.0,1430697600,260700.0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dawn of the Planet of the Apes,"Action, Adventure, Drama, Sci-Fi",0,4.1,5.0,7.6,90.0,79.0,17.0,48.0,208545589.0,1430524800,412476.0,13,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42,"Biography, Drama, Sport",0,3.6,5.0,7.5,81.0,62.0,3.0,20.0,95020213.0,1430524800,86908.0,13,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Saturday Night Fever,"Drama, Music",0,3.8,1.0,6.8,82.0,77.0,4.0,12.0,94213184.0,1430524800,72145.0,17,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Blues Brothers,"Action, Adventure, Comedy, Crime, Music, Musical",0,3.5,5.0,7.9,73.0,60.0,2.0,1.0,57229890.0,1430524800,183757.0,17,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
About Time,"Comedy, Drama, Fantasy, Romance, Sci-Fi",0,3.4,5.0,7.8,69.0,55.0,3.0,9.0,15322921.0,1430438400,304576.0,17,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
Legend of the Guardians: The Owls of GaHoole,"Animation, Action, Adventure, Family, Fantasy, Mystery, Thriller, War",0,2.9,3.0,6.9,52.0,53.0,4.0,23.0,55675313.0,1430438400,77798.0,10,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0
Swordfish,"Action, Crime, Thriller",0,2.0,3.0,6.5,25.0,32.0,5.0,10.0,69772969.0,1430438400,176205.0,17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dumb and Dumberer: When Harry Met Lloyd,Comedy,0,1.1,3.0,3.4,10.0,19.0,1.0,7.0,26276465.0,1430438400,37471.0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sherlock Holmes: A Game of Shadows,"Action, Adventure, Mystery",0,3.0,5.0,7.5,59.0,48.0,3.0,11.0,186848418.0,1429833600,421586.0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mars Attacks!,"Comedy, Sci-Fi",0,2.8,3.0,6.3,54.0,52.0,3.0,19.0,37771017.0,1429660800,210010.0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zodiac,"Crime, Drama, Mystery, Thriller",0,4.1,5.0,7.7,89.0,78.0,4.0,72.0,33080084.0,1429660800,467977.0,17,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Waiting for Superman,Documentary,0,4.1,3.0,7.5,90.0,81.0,16.0,28.0,6417135.0,1429660800,10677.0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The 100-Year-Old Man Who Climbed Out of the Window and Disappeared,"Adventure, Comedy",0,3.3,3.0,7.1,68.0,58.0,6.0,11.0,944193.0,1429574400,38513.0,17,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edge of Tomorrow,"Action, Adventure, Sci-Fi",0,4.0,3.0,7.9,91.0,71.0,11.0,38.0,100206256.0,1429488000,601294.0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Great Gatsby,"Drama, Romance",0,2.9,5.0,7.2,48.0,55.0,50.0,86.0,144840419.0,1429401600,480685.0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jonah Hex,"Action, Drama, Fantasy, Thriller, Western",0,1.5,3.0,4.7,12.0,33.0,1.0,4.0,10547117.0,1429401600,55452.0,13,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
All About My Mother,Drama,0,4.4,3.0,7.8,98.0,87.0,58.0,40.0,8344738.0,1429056000,89327.0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ultraviolet,"Action, Sci-Fi",0,1.2,3.0,4.5,8.0,18.0,1.0,2.0,18535812.0,1429056000,79499.0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Steamboy,"Animation, Action, Adventure, Fantasy, Sci-Fi, Thriller",0,3.2,5.0,6.9,59.0,66.0,3.0,0.0,468867.0,1429056000,16714.0,13,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
The Mummy,"Action, Adventure, Fantasy",0,3.0,5.0,7.0,61.0,48.0,5.0,24.0,155385488.0,1429056000,389860.0,13,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Righteous Kill,"Crime, Drama, Mystery, Thriller",0,1.9,3.0,6.0,18.0,36.0,1.0,2.0,40081410.0,1429056000,84731.0,17,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
The Jackal,"Action, Crime, Drama, Thriller",0,2.0,5.0,6.4,23.0,36.0,1.0,4.0,54930280.0,1429056000,106817.0,17,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Happening,"Drama, Mystery, Sci-Fi, Thriller",0,1.7,3.0,5.0,17.0,34.0,3.0,10.0,64506874.0,1429056000,195843.0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Hope Springs,"Comedy, Drama, Romance",0,3.4,1.0,6.3,75.0,65.0,2.0,5.0,63536011.0,1429056000,40810.0,13,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Holiday,"Comedy, Romance",0,2.8,5.0,6.9,49.0,52.0,2.0,11.0,63224849.0,1429056000,252776.0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Grizzly Man,"Documentary, Biography",0,4.3,3.0,7.8,92.0,87.0,21.0,17.0,3178403.0,1429056000,53430.0,17,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghost Rider,"Action, Fantasy, Thriller",0,1.9,3.0,5.2,26.0,35.0,1.0,11.0,115802596.0,1429056000,223843.0,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
E.T. the Extra-Terrestrial,"Family, Sci-Fi",0,4.5,3.0,7.8,98.0,91.0,51.0,36.0,435110554.0,1429056000,373277.0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The Secret Life of Bees,Drama,0,3.1,3.0,7.3,59.0,57.0,12.0,16.0,37770162.0,1429056000,24461.0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Talladega Nights: The Ballad of Ricky Bobby,"Comedy, Sport",0,3.4,3.0,6.6,71.0,66.0,8.0,9.0,148213377.0,1429056000,168022.0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
August Rush,"Drama, Music",0,2.5,3.0,7.5,37.0,38.0,4.0,11.0,31664162.0,1429056000,103606.0,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Fast and Furious 6,"Action, Adventure, Thriller",0,3.3,5.0,7.0,70.0,61.0,10.0,22.0,238679850.0,1429056000,368985.0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kick-Ass 2,"Action, Comedy, Crime, Thriller",0,2.3,3.0,6.5,32.0,41.0,1.0,9.0,28795985.0,1429056000,255437.0,17,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Despicable Me 2,"Animation, Adventure, Comedy, Crime, Family, Fantasy, Sci-Fi",0,3.5,3.0,7.3,75.0,62.0,12.0,66.0,368065385.0,1429056000,370638.0,10,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
What Lies Beneath,"Drama, Fantasy, Horror, Mystery, Thriller",0,2.7,5.0,6.6,47.0,51.0,7.0,7.0,155464351.0,1428969600,118067.0,13,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
Traffic,"Crime, Drama, Thriller",0,4.2,5.0,7.6,93.0,86.0,74.0,87.0,124115725.0,1428969600,196249.0,17,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
St. Vincent,"Comedy, Drama",0,3.5,3.0,7.2,77.0,64.0,6.0,23.0,44137712.0,1428969600,96212.0,13,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riding in Cars with Boys,"Biography, Comedy, Drama",0,2.6,5.0,6.5,49.0,43.0,2.0,2.0,30165536.0,1428969600,26775.0,13,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RocknRolla,"Action, Crime, Thriller",0,3.1,3.0,7.3,60.0,53.0,1.0,5.0,5700626.0,1428969600,236225.0,17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rize,"Documentary, Music",0,7.2,3.0,7.1,84.0,74.0,1.0,3.0,3336391.0,1428969600,3137.0,13,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Land of the Dead,"Horror, Sci-Fi, Thriller",0,3.5,3.0,6.2,74.0,71.0,2.0,17.0,20700082.0,1428969600,91877.0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Smokin Aces,"Action, Comedy, Crime, Drama, Thriller",0,2.4,3.0,6.7,31.0,45.0,4.0,0.0,35787686.0,1428969600,138468.0,17,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
U-571,"Action, War",0,3.2,3.0,6.6,67.0,62.0,4.0,10.0,77122415.0,1428969600,77853.0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40 Days and 40 Nights,"Comedy, Romance",0,2.5,3.0,5.6,39.0,53.0,1.0,2.0,37950822.0,1428969600,70681.0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Saving Private Perez,"Adventure, Comedy, Western",0,7.1,3.0,5.9,68.0,56.0,1.0,1.0,1400726.0,1428969600,1806.0,13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Twilight Samurai,"Drama, History, Romance",0,4.4,5.0,8.1,99.0,82.0,38.0,9.0,559765.0,1428969600,22264.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Waterworld,"Action, Adventure, Sci-Fi",0,2.7,5.0,6.2,46.0,56.0,6.0,9.0,88246220.0,1428969600,180628.0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Vacancy,"Horror, Thriller",0,2.9,3.0,6.2,55.0,54.0,1.0,2.0,19363565.0,1428969600,94577.0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
The Rainmaker,"Crime, Drama, Thriller",0,3.8,5.0,7.2,82.0,72.0,2.0,10.0,45916769.0,1428969600,64799.0,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Munich,"Action, Drama, History, Thriller",0,3.8,5.0,7.5,78.0,74.0,14.0,75.0,47403685.0,1428969600,212878.0,17,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Railway Man,"Biography, Drama, Romance, War",0,3.3,3.0,7.1,66.0,59.0,7.0,20.0,4438438.0,1428969600,37541.0,17,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
The Perfect Man,"Comedy, Family, Romance",0,1.5,3.0,5.5,6.0,27.0,2.0,3.0,16535005.0,1428969600,28320.0,10,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"sex, lies, and videotape",Drama,0,4.2,3.0,7.2,96.0,86.0,15.0,24.0,24741667.0,1428969600,50487.0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Blue Lagoon,"Adventure, Drama, Romance",0,1.6,1.0,5.8,8.0,31.0,4.0,8.0,58853106.0,1428969600,63278.0,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Klown,Comedy,0,3.4,3.0,7.2,73.0,62.0,7.0,3.0,68795.0,1428969600,10309.0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Katyn,"Drama, History, War",0,4.0,3.0,7.0,91.0,81.0,14.0,13.0,118095.0,1428969600,15586.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Jimmys Hall,"Biography, Drama, History",0,5.5,3.0,6.7,76.0,63.0,2.0,3.0,560592.0,1428969600,5938.0,13,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ghost in the Shell,"Animation, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",0,4.2,3.0,8.0,96.0,76.0,5.0,7.0,515905.0,1428969600,129766.0,17,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Fright Night,"Fantasy, Horror, Thriller",0,3.8,3.0,7.1,92.0,62.0,5.0,4.0,24922237.0,1428969600,61627.0,17,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
Double Jeopardy,"Crime, Drama, Mystery, Thriller",0,2.2,3.0,6.5,27.0,40.0,1.0,3.0,116741558.0,1428969600,75698.0,17,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Dreamgirls,"Drama, Music, Musical",0,3.7,5.0,6.5,78.0,76.0,68.0,92.0,103365956.0,1428969600,69132.0,13,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
The Craft,"Drama, Fantasy, Horror, Thriller",0,2.9,1.0,6.4,55.0,55.0,1.0,7.0,24819936.0,1428969600,79838.0,17,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
Like Crazy,"Drama, Romance",0,3.5,3.0,6.7,72.0,68.0,9.0,7.0,3395391.0,1428969600,59472.0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Boomerang,"Comedy, Drama, Romance",0,2.4,3.0,5.5,43.0,45.0,1.0,5.0,70052444.0,1428969600,26215.0,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Baby Geniuses,"Comedy, Crime, Family, Sci-Fi",0,0.6,3.0,2.7,2.0,6.0,2.0,3.0,27250736.0,1428969600,25094.0,10,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Young Adult,"Comedy, Drama",0,3.5,3.0,6.2,80.0,71.0,3.0,33.0,16311571.0,1428969600,80559.0,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Begin Again,"Comedy, Drama, Music, Romance",0,3.6,3.0,7.4,83.0,62.0,5.0,18.0,16170632.0,1428969600,143647.0,17,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Betty Blue,"Drama, Romance",0,3.5,5.0,7.4,77.0,56.0,5.0,12.0,2016851.0,1428969600,18134.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"House of 1,000 Corpses",Horror,0,1.9,3.0,6.1,20.0,31.0,4.0,8.0,12634962.0,1428969600,78231.0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Georgia Rule,"Comedy, Drama",0,1.7,3.0,5.8,18.0,25.0,3.0,5.0,19103072.0,1428969600,23935.0,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elles,Drama,0,3.9,3.0,5.6,23.0,50.0,1.0,0.0,157508.0,1428969600,6557.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W.E.,"Drama, History, Romance",0,1.9,3.0,6.3,12.0,37.0,4.0,6.0,583455.0,1428969600,12156.0,17,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Like Mike,"Comedy, Family, Fantasy, Sport",0,2.6,3.0,5.3,57.0,47.0,1.0,6.0,51432760.0,1428969600,19029.0,10,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
The Dictator,Comedy,0,3.0,3.0,6.4,57.0,58.0,1.0,1.0,59650222.0,1428969600,278852.0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Superman: The Movie,"Action, Adventure, Drama, Sci-Fi",0,4.1,5.0,7.3,94.0,80.0,16.0,23.0,134451603.0,1428969600,159531.0,10,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zathura,"Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",0,3.4,3.0,6.2,76.0,67.0,2.0,3.0,29258869.0,1428969600,94177.0,10,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Reprise,Drama,0,4.3,3.0,7.4,88.0,79.0,16.0,16.0,554826.0,1428969600,9488.0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rush,"Action, Biography, Drama, Sport",0,4.0,5.0,8.1,88.0,74.0,6.0,65.0,26947624.0,1428969600,433926.0,17,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Monster,"Biography, Crime, Drama, Thriller",0,3.8,3.0,7.3,81.0,74.0,30.0,26.0,34469210.0,1428969600,136851.0,17,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Spawn: The Movie,"Action, Drama, Horror",0,1.7,3.0,5.3,17.0,34.0,2.0,6.0,54870175.0,1428969600,64083.0,13,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
My Life Without Me,"Drama, Romance",0,3.0,3.0,7.5,49.0,57.0,16.0,15.0,400948.0,1428969600,24199.0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Remember Me, My Love","Comedy, Romance, Drama",0,5.8,5.0,6.4,55.0,53.0,8.0,28.0,227986.0,1428969600,4096.0,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Lego Movie,"Animation, Action, Adventure, Comedy, Family, Fantasy",0,4.3,3.0,7.7,96.0,83.0,72.0,67.0,257760692.0,1428969600,324457.0,10,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Once Upon a Time in Mexico,"Action, Crime, Thriller",0,3.1,3.0,6.4,66.0,56.0,3.0,6.0,56359780.0,1428969600,153959.0,17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Lake House,"Drama, Fantasy, Romance",0,2.6,3.0,6.8,35.0,52.0,2.0,2.0,52330111.0,1428969600,140949.0,10,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
