Title,Genre,Is Series,Hidden Gem Score,Runtime,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Awards Nominated For,Boxoffice,Release Date,IMDb Votes,Minimum Age,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Sport,Thriller,War,Western
Aliens,"Action, Adventure, Sci-Fi, Thriller",1,4.4,1.0,8.3,97.0,84.0,20.0,23.0,85160248.0,1601510400,654147.0,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Im Leaving Now,"Action, Adventure, Fantasy, Sci-Fi",0,2.8,3.0,6.5,52.0,51.0,26.0,69.0,474544677.0,1601424000,733336.0,10,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Time Out,Drama,0,7.0,3.0,7.4,97.0,88.0,2.0,8.0,448542.0,1600992000,4645.0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rojo,"Drama, Mystery, Thriller",0,8.0,3.0,6.4,96.0,76.0,15.0,26.0,94757.0,1600646400,1896.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
One Day,"Drama, Romance",0,2.6,3.0,7.0,36.0,48.0,1.0,2.0,13843771.0,1600560000,139731.0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
High & Low The Worst,"Action, Crime, Drama, Thriller, Western",0,4.4,5.0,7.6,97.0,88.0,47.0,167.0,27007844.0,1600560000,205077.0,17,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
High & Low The Movie 3 / Final Mission,"Action, Crime, Drama, Thriller, Western",0,4.4,3.0,7.6,97.0,88.0,47.0,167.0,27007844.0,1600560000,205077.0,17,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
High & Low The Movie 2 / End of Sky,"Action, Crime, Drama, Thriller, Western",0,4.4,5.0,7.6,97.0,88.0,47.0,167.0,27007844.0,1600560000,205077.0,17,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
High & Low The Red Rain,"Action, Crime, Drama, Thriller, Western",0,4.4,3.0,7.6,97.0,88.0,47.0,167.0,27007844.0,1600560000,205077.0,17,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
High & Low The Movie,"Action, Crime, Drama, Thriller, Western",0,4.4,5.0,7.6,97.0,88.0,47.0,167.0,27007844.0,1600560000,205077.0,17,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Dragons Dogma,"Action, Crime, Drama, Thriller",1,3.6,1.0,7.1,85.0,62.0,14.0,21.0,11137.0,1600560000,13870.0,17,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Battle of the Sexes,"Biography, Comedy, Drama, Sport",0,3.8,5.0,6.7,85.0,73.0,3.0,22.0,12638526.0,1600214400,50309.0,13,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Patti Cake$,"Drama, Music",0,3.9,3.0,6.8,85.0,67.0,9.0,15.0,800148.0,1600214400,9579.0,17,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Lighthouse,"Drama, Fantasy, Horror, Mystery",0,4.1,3.0,7.5,90.0,83.0,32.0,131.0,10867104.0,1600041600,146042.0,17,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Last Christmas,"Comedy, Drama, Romance",0,2.7,3.0,6.5,47.0,50.0,1.0,0.0,35150750.0,1600041600,55656.0,13,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Wild Rose,"Comedy, Drama, Music",0,4.1,3.0,7.2,92.0,80.0,17.0,34.0,1635117.0,1599955200,10863.0,17,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Duchess,"Biography, Drama, History, Romance",1,3.2,1.0,6.9,62.0,62.0,8.0,21.0,13848978.0,1599782400,78504.0,13,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Whos Afraid of the Wolf,"Action, Adventure, Comedy, Crime",0,2.9,3.0,6.6,52.0,59.0,18.0,31.0,206040086.0,1599696000,217014.0,13,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quantum of Solace,"Action, Adventure, Thriller",0,3.1,3.0,6.6,64.0,58.0,4.0,32.0,168368427.0,1599264000,406102.0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Young Messiah,"Drama, Fantasy",0,5.7,3.0,5.6,49.0,33.0,3.0,0.0,6490401.0,1599264000,3205.0,13,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Afterschool,"Drama, Mystery",0,6.3,3.0,6.1,80.0,66.0,1.0,10.0,3911.0,1599264000,4377.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Somewhere In Time,"Drama, Fantasy, Romance",0,2.7,3.0,7.2,61.0,29.0,7.0,4.0,9709597.0,1599264000,26950.0,10,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Still Life,Drama,0,4.3,3.0,7.4,64.0,45.0,19.0,5.0,9481.0,1599264000,7414.0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Tree,"Drama, Romance",0,6.1,3.0,6.6,72.0,58.0,1.0,16.0,71158.0,1599264000,4377.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Outbreak,"Action, Drama, Thriller",1,3.1,1.0,6.6,59.0,64.0,5.0,5.0,67659560.0,1599264000,120516.0,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Anastasia,"Animation, Adventure, Drama, Family, Fantasy, Musical, Mystery, Romance",0,3.6,3.0,7.2,86.0,61.0,10.0,23.0,58406347.0,1599177600,112420.0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0
Im Thinking of Ending Things,"Action, Adventure, Fantasy, Sci-Fi",0,2.8,5.0,6.5,52.0,51.0,26.0,69.0,474544677.0,1599177600,733336.0,10,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Parasite,"Comedy, Drama, Thriller",0,4.7,5.0,8.6,98.0,96.0,300.0,262.0,53369749.0,1599091200,566337.0,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Whos Next?,"Action, Adventure, Comedy, Crime",0,2.9,3.0,6.6,52.0,59.0,18.0,31.0,206040086.0,1599091200,217014.0,13,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chefs Table: BBQ,"Adventure, Comedy, Drama",1,3.8,1.0,7.3,87.0,68.0,2.0,4.0,31424003.0,1599004800,197249.0,17,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hustlers,"Comedy, Crime, Drama",0,3.8,3.0,6.3,87.0,79.0,22.0,71.0,104963598.0,1599004800,84147.0,17,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bullitt,"Action, Crime, Thriller",0,4.2,3.0,7.4,97.0,81.0,7.0,9.0,511350.0,1598918400,61088.0,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The New World,"Biography, Drama, History, Romance",0,3.3,5.0,6.7,62.0,69.0,6.0,34.0,12712093.0,1598832000,83031.0,13,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Official Secrets,"Biography, Crime, Drama, Thriller, War",0,3.6,3.0,7.3,82.0,63.0,5.0,15.0,1988546.0,1598054400,34686.0,17,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Neighbors,Comedy,0,3.4,3.0,6.3,73.0,68.0,8.0,11.0,150157400.0,1597881600,287502.0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scarecrow,Drama,0,3.7,5.0,7.3,75.0,72.0,4.0,0.0,9000000.0,1597881600,15560.0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vice,"Biography, Comedy, Drama",0,3.3,5.0,7.2,65.0,61.0,35.0,133.0,47836282.0,1597795200,122744.0,17,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Divine Fury,"Action, Horror, Thriller",0,6.2,5.0,6.2,44.0,33.0,1.0,3.0,102982.0,1597795200,2230.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Fearless,"Action, Biography, Drama, Sport",0,3.6,3.0,7.6,73.0,70.0,6.0,13.0,24633730.0,1597363200,72960.0,13,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
My Friend A,"Biography, Drama, Horror",0,3.6,5.0,6.2,86.0,68.0,1.0,3.0,1361611.0,1596844800,16532.0,17,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Joker,"Crime, Drama, Thriller",0,3.5,5.0,8.4,68.0,59.0,112.0,228.0,335451311.0,1596844800,951938.0,17,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Doctor Sleep,"Drama, Fantasy, Horror, Thriller",0,3.5,5.0,7.3,78.0,59.0,7.0,29.0,31581712.0,1596672000,144369.0,17,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
Worlds Most Wanted,"Action, Adventure, Horror, Sci-Fi",1,3.3,1.0,7.0,66.0,63.0,3.0,24.0,202359711.0,1596585600,602843.0,13,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Sin City,"Crime, Thriller",0,3.9,3.0,8.0,77.0,74.0,38.0,54.0,74103820.0,1596585600,739118.0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Peanut Butter Falcon,"Adventure, Comedy, Drama",0,4.0,3.0,7.6,95.0,70.0,21.0,16.0,20457151.0,1596412800,67536.0,13,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knives Out,"Comedy, Crime, Drama, Mystery, Thriller",0,4.3,5.0,7.9,97.0,82.0,43.0,98.0,165363234.0,1596326400,459839.0,13,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Be with Me,"Drama, Romance",0,8.0,3.0,7.0,90.0,67.0,12.0,7.0,1365.0,1596326400,1631.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Nightingale,"Adventure, Drama, Thriller",0,3.9,5.0,7.3,86.0,77.0,25.0,34.0,400209.0,1596240000,21684.0,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Instinct,"Drama, Thriller",1,2.3,1.0,6.6,27.0,43.0,1.0,2.0,34105207.0,1596240000,31884.0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Grudge,"Horror, Mystery, Thriller",0,2.5,3.0,5.9,40.0,49.0,2.0,10.0,110359362.0,1596240000,138933.0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Bad Boys for Life,"Action, Comedy, Crime, Thriller",0,3.4,5.0,6.6,77.0,59.0,2.0,12.0,206305244.0,1596240000,131495.0,17,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Barb Wire,"Action, Sci-Fi",0,1.7,3.0,3.3,27.0,40.0,1.0,7.0,3793614.0,1596240000,25195.0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Oh Lucy!,"Comedy, Drama",0,7.5,3.0,6.8,98.0,69.0,3.0,9.0,375391.0,1595980800,2805.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Call,"Crime, Drama, Horror, Thriller",0,2.7,3.0,6.7,44.0,51.0,1.0,11.0,51872378.0,1595980800,113200.0,17,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Father,"Comedy, Drama",0,2.5,3.0,7.2,50.0,30.0,17.0,14.0,199228.0,1595980800,11323.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Surfers Time,"Action, Adventure, Fantasy, Sci-Fi",0,2.3,3.0,5.6,37.0,45.0,3.0,17.0,131921738.0,1595980800,250957.0,10,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Stars,"Drama, Romance",0,3.8,3.0,7.7,81.0,69.0,21.0,15.0,124872350.0,1595980800,345122.0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Its Her Day,Horror,0,3.8,3.0,7.3,86.0,69.0,8.0,47.0,328828874.0,1595980800,460854.0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Meet the Parents,"Comedy, Romance",1,3.8,1.0,7.0,84.0,73.0,7.0,15.0,166244045.0,1595894400,311557.0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ip Man 4: The Finale,"Action, Biography, Drama, History",0,3.6,3.0,7.0,84.0,62.0,12.0,10.0,3956031.0,1595376000,24753.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Never Look Away,"Biography, Drama, Romance, Thriller, War",0,3.7,5.0,7.7,77.0,68.0,5.0,20.0,1304042.0,1595203200,16620.0,17,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
Funan,"Animation, War",0,8.6,3.0,6.9,93.0,79.0,3.0,2.0,15152.0,1595030400,766.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A Dogs Journey,"Drama, Comedy",0,4.3,3.0,7.5,100.0,82.0,15.0,5.0,8345266.0,1594857600,18412.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Stars,"Documentary, Music",0,8.4,3.0,7.5,94.0,80.0,1.0,2.0,1581681.0,1594857600,1513.0,10,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Beach Bum,Comedy,0,2.8,3.0,5.5,56.0,55.0,1.0,7.0,3502600.0,1594857600,18564.0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Players,Comedy,0,3.1,3.0,5.3,30.0,43.0,1.0,0.0,10854.0,1594771200,7918.0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Id like to Borrow a Girlfriend,"Action, Adventure, Fantasy, Sci-Fi",1,2.8,1.0,6.5,52.0,51.0,26.0,69.0,474544677.0,1594771200,733336.0,10,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Sylvia,"Biography, Drama, Romance",0,2.6,3.0,6.3,37.0,56.0,1.0,0.0,1315498.0,1594771200,10344.0,17,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Luis and the Aliens,"Animation, Adventure, Comedy, Family, Sci-Fi",0,6.1,3.0,6.0,24.0,46.0,1.0,0.0,169710.0,1594598400,2128.0,10,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Color Out of Space,"Horror, Mystery, Sci-Fi, Thriller",0,3.6,3.0,6.2,86.0,70.0,5.0,10.0,765561.0,1594598400,33992.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
About Time,"Comedy, Drama, Fantasy, Romance, Sci-Fi",1,3.4,1.0,7.8,69.0,55.0,3.0,9.0,15322921.0,1594512000,304576.0,17,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
Heartbeats,"Drama, Romance",0,3.6,5.0,7.1,73.0,70.0,6.0,15.0,68723.0,1594512000,27508.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Grace,"Drama, Horror, Thriller",0,4.1,3.0,5.1,72.0,52.0,2.0,5.0,8297.0,1594512000,7682.0,17,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
The Maid,"Comedy, Drama",0,6.3,3.0,7.3,93.0,82.0,34.0,23.0,576608.0,1594339200,5675.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Women,"Drama, Romance",0,4.4,5.0,7.8,95.0,91.0,74.0,205.0,108101214.0,1594339200,145961.0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mamas Boy,"Horror, Thriller",0,3.0,3.0,6.2,63.0,57.0,11.0,19.0,71628180.0,1594339200,169029.0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Prince of Darkness,Horror,0,2.9,3.0,6.7,58.0,50.0,1.0,1.0,14182492.0,1593993600,37755.0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Loving,"Biography, Drama, Romance",0,4.0,3.0,7.0,88.0,79.0,25.0,86.0,7751969.0,1593907200,32033.0,13,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hook,"Adventure, Comedy, Family, Fantasy",1,2.5,1.0,6.8,29.0,52.0,7.0,22.0,119654823.0,1593907200,235730.0,10,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Sisters in Law,Documentary,0,8.7,3.0,7.2,92.0,71.0,6.0,3.0,33312.0,1593734400,377.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaft,"Action, Crime, Thriller",0,2.9,3.0,5.9,67.0,50.0,1.0,13.0,70334258.0,1593648000,73632.0,17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rio,"Animation, Adventure, Comedy, Crime, Family, Musical",0,3.4,3.0,6.9,72.0,63.0,3.0,31.0,143619809.0,1593648000,206870.0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
The Silence of Others,Documentary,0,8.4,3.0,8.0,100.0,73.0,30.0,13.0,67986.0,1593648000,1673.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Twisted,"Crime, Drama, Mystery, Thriller",0,1.3,3.0,5.3,1.0,26.0,1.0,0.0,25198598.0,1593561600,20507.0,17,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
My Cousin Rachel,"Drama, Mystery, Romance, Thriller",0,3.3,3.0,6.0,76.0,63.0,1.0,4.0,2716368.0,1593561600,17819.0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
Chavela,"Documentary, Biography, History, Music",0,8.6,3.0,7.8,95.0,68.0,6.0,5.0,148666.0,1593561600,908.0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Assassination Nation,"Action, Comedy, Crime, Drama, Horror, Thriller",0,3.1,3.0,5.9,74.0,56.0,1.0,4.0,2005142.0,1593216000,15772.0,17,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Ordinary People,Drama,0,4.2,3.0,7.7,89.0,86.0,19.0,14.0,54766923.0,1593129600,47265.0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red,"Action, Comedy, Crime, Thriller",0,3.4,5.0,7.0,72.0,60.0,4.0,19.0,90380162.0,1592784000,290548.0,13,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Human Capital,"Crime, Drama",0,3.6,3.0,7.3,81.0,63.0,48.0,30.0,158549.0,1592784000,11796.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Its Okay to Not Be Okay,Horror,1,3.8,1.0,7.3,86.0,69.0,8.0,47.0,328828874.0,1592697600,460854.0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jumanji: The Next Level,"Action, Adventure, Comedy, Fantasy",0,3.2,5.0,6.6,71.0,58.0,1.0,8.0,320314960.0,1592611200,189051.0,13,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Disclosure,"Drama, Thriller",0,3.0,3.0,6.1,59.0,58.0,2.0,2.0,83015089.0,1592524800,46614.0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yesterday,"Comedy, Fantasy, Music, Romance",0,3.1,3.0,6.8,64.0,55.0,1.0,15.0,73286650.0,1592524800,115232.0,13,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Scary Stories to Tell in the Dark,"Adventure, Horror, Mystery",0,3.3,3.0,6.2,77.0,61.0,4.0,5.0,68947075.0,1592438400,61293.0,13,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
The Land,Drama,0,7.3,5.0,6.4,70.0,50.0,2.0,3.0,43756.0,1592438400,1607.0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghosts of Cité Soleil,"Documentary, Action, Drama, Music, Romance, War",0,7.7,3.0,7.1,78.0,64.0,2.0,4.0,48752.0,1612915200,1731.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Les Misérables,"Drama, History, Musical, Romance, War",0,3.5,3.0,7.6,70.0,63.0,86.0,175.0,148809770.0,1609372800,309494.0,13,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
22 минуты,"Action, Comedy, Crime",0,3.8,3.0,7.0,84.0,71.0,7.0,24.0,191719337.0,1608076800,346712.0,17,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 дня,"Action, Sci-Fi",0,4.2,3.0,8.5,93.0,75.0,36.0,33.0,205881154.0,1604448000,996880.0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Викинг 18+,"Horror, Mystery, Sci-Fi, Thriller",0,1.7,5.0,5.2,23.0,24.0,1.0,2.0,17687709.0,1603238400,53947.0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
Честное пионерское 2,"Action, Sci-Fi",0,4.2,3.0,8.5,93.0,75.0,36.0,33.0,205881154.0,1602633600,996880.0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Честное пионерское 3,"Animation, Adventure, Comedy, Family, Fantasy",0,4.5,3.0,8.2,98.0,92.0,61.0,95.0,415004880.0,1602633600,758769.0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8 первых свиданий,"Mystery, Sci-Fi, Thriller",0,3.7,3.0,7.0,81.0,72.0,11.0,70.0,127004179.0,1602028800,338803.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
The White Crow,"Biography, Drama",0,5.6,5.0,6.6,67.0,61.0,1.0,3.0,1828784.0,1592092800,5246.0,17,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ma,"Crime, Mystery, Thriller",0,2.7,3.0,5.6,55.0,53.0,1.0,5.0,45896028.0,1592092800,40452.0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
The Last Black Man in San Francisco,Drama,0,4.1,5.0,7.3,92.0,83.0,17.0,51.0,4515719.0,1592092800,14687.0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fast & Furious Presents: Hobbs & Shaw,"Action, Adventure, Thriller",0,3.3,5.0,7.0,70.0,61.0,10.0,22.0,238679850.0,1592092800,368985.0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Good Boys,"Adventure, Comedy",0,3.5,3.0,6.7,80.0,60.0,2.0,7.0,83140306.0,1592092800,60624.0,17,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Other Lamb,"Drama, Horror",0,6.6,3.0,5.2,75.0,65.0,2.0,3.0,6024.0,1592006400,3268.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Angel Heart,"Horror, Mystery, Thriller",1,3.5,1.0,7.3,79.0,61.0,2.0,4.0,17185632.0,1591833600,80843.0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Bay of Angels,"Drama, Romance",0,7.4,3.0,7.3,86.0,76.0,1.0,0.0,85840.0,1591747200,2972.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lean on Pete,"Adventure, Drama, Family",0,4.0,5.0,7.2,90.0,80.0,11.0,16.0,1163056.0,1591401600,11430.0,17,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
It Chapter Two,"Drama, Fantasy, Horror",0,3.1,5.0,6.5,62.0,58.0,5.0,25.0,211593228.0,1591228800,208462.0,17,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
The Addams Family,"Comedy, Fantasy",0,3.2,3.0,6.9,64.0,57.0,5.0,21.0,113502426.0,1591056000,137664.0,13,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mirai,"Animation, Adventure, Drama, Family, Fantasy",0,4.0,3.0,7.0,90.0,81.0,5.0,34.0,812794.0,1590969600,12653.0,10,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Maiden,"Documentary, Biography, Sport",0,8.4,3.0,7.7,98.0,82.0,8.0,11.0,3168978.0,1590969600,1786.0,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Night,"Adventure, Comedy, Family, Fantasy",0,2.6,3.0,6.4,43.0,48.0,2.0,8.0,250863268.0,1590710400,315066.0,10,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Im No Longer Here,"Action, Adventure, Fantasy, Sci-Fi",0,2.8,3.0,6.5,52.0,51.0,26.0,69.0,474544677.0,1590537600,733336.0,10,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Ne Zha,"Animation, Action, Adventure, Family, Fantasy, Thriller",0,5.7,3.0,7.5,88.0,54.0,20.0,23.0,3695533.0,1590451200,5843.0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Snowpiercer,"Action, Drama, Sci-Fi",1,4.1,1.0,7.1,94.0,84.0,34.0,105.0,4563650.0,1590364800,322589.0,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
